YEAR;SHOW;RUNNING ORDER;COUNTRY;ARTIST;SONG TITLE;LANGUAGE;PLACE;POINTS
2012;Semifinal 1;13;Denmark;Soluna Samay;"Should've Known Better";English;9;63
2012;Semifinal 1;14;Russia;Buranovskiye Babushki;"Party for Everybody";Udmurt, English;1;152
2012;Semifinal 1;15;Hungary;Compact Disco;"Sound of Our Hearts";English;10;52
2012;Semifinal 1;16;Austria;Trackshittaz;"Woki mit deim Popo";German;18;8
2012;Semifinal 1;17;Moldova;Pasha Parfeny;"Lăutar";English;5;100
2012;Semifinal 1;18;Ireland;Jedward;"Waterline";English;6;92
2012;Semifinal 2;01;Serbia;Željko Joksimović;"Nije ljubav stvar" (Није љубав ствар);Serbian;2;159
2012;Semifinal 2;02;Macedonia;Kaliopi;"Crno i belo" (Црно и бело);Macedonian;9;53
2012;Semifinal 2;03;Netherlands;Joan Franka;"You and Me";English;15;35
2012;Semifinal 2;04;Malta;Kurt Calleja;"This Is the Night";English;7;70
2012;Semifinal 2;05;Belarus;Litesound;"We Are the Heroes";English;16;35
2012;Semifinal 2;06;Portugal;Filipa Sousa;"Vida minha";Portuguese;13;39
2012;Semifinal 2;07;Ukraine;Gaitana;"Be My Guest";English;8;64
2012;Semifinal 2;08;Bulgaria;Sofi Marinova;"Love Unlimited";Bulgarian;11;45
2012;Semifinal 2;09;Slovenia;Eva Boto;"Verjamem";Slovene;17;31
2012;Semifinal 2;10;Croatia;Nina Badrić;"Nebo";Croatian;12;42
2012;Semifinal 2;11;Sweden;Loreen;"Euphoria";English;1;181
2012;Semifinal 2;12;Georgia;Anri Jokhadze;"I'm a Joker";English, Georgian;14;36
2012;Semifinal 2;13;Turkey;Can Bonomo;"Love Me Back";English;5;80
2012;Semifinal 2;14;Estonia;Ott Lepland;"Kuula";Estonian;4;100
2012;Semifinal 2;15;Slovakia;Max Jason Mai;"Don't Close Your Eyes";English;18;22
2012;Semifinal 2;16;Norway;Tooji;"Stay";English;10;45
2012;Semifinal 2;17;Bosnia and Herzegovina;Maya Sar;"Korake ti znam";Bosnian;6;77
2012;Semifinal 2;18;Lithuania;Donny Montell;"Love Is Blind";English;3;104
2012;Grand Final;01;United Kingdom;Engelbert Humperdinck;"Love Will Set You Free";English;25;12
2012;Grand Final;02;Hungary;Compact Disco;"Sound of Our Hearts";English;24;19
2012;Grand Final;03;Albania;Rona Nishliu;"Suus";Albanian;5;146
2012;Grand Final;04;Lithuania;Donny Montell;"Love Is Blind";English;14;70
2012;Grand Final;05;Bosnia and Herzegovina;Maya Sar;"Korake ti znam";Bosnian;18;55
2012;Grand Final;06;Russia;Buranovskiye Babushki;"Party for Everybody";Udmurt, English;2;259
2012;Grand Final;07;Iceland;Greta Salóme and Jónsi;"Never Forget";English;20;46
2012;Grand Final;08;Cyprus;Ivi Adamou;"La La Love";English;16;65
2012;Grand Final;09;France;Anggun;"Echo (You and I)";French, English;22;21
2012;Grand Final;10;Italy;Nina Zilli;"L'amore è femmina (Out of Love)";English, Italian;9;101
2012;Grand Final;11;Estonia;Ott Lepland;"Kuula";Estonian;6;120
2012;Grand Final;12;Norway;Tooji;"Stay";English;26;7
2012;Grand Final;13;Azerbaijan;Sabina Babayeva;"When the Music Dies";English;4;150
2012;Grand Final;14;Romania;Mandinga;"Zaleilah";Spanish, English;12;71
2012;Grand Final;15;Denmark;Soluna Samay;"Should've Known Better";English;23;21
2012;Grand Final;16;Greece;Eleftheria Eleftheriou;"Aphrodisiac";English;17;64
2012;Grand Final;17;Sweden;Loreen;"Euphoria";English;1;372
2012;Grand Final;18;Turkey;Can Bonomo;"Love Me Back";English;7;112
2012;Grand Final;19;Spain;Pastora Soler;"Quédate conmigo (Stay With Me)";Spanish;10;97
2012;Grand Final;20;Germany;Roman Lob;"Standing Still";English;8;110
2012;Grand Final;21;Malta;Kurt Calleja;"This Is the Night";English;21;41
2012;Grand Final;22;Macedonia;Kaliopi;"Crno i belo" (Црно и бело);Macedonian;13;71
2012;Grand Final;23;Ireland;Jedward;"Waterline";English;19;46
2012;Grand Final;24;Serbia;Željko Joksimović;"Nije ljubav stvar" (Није љубав ствар);Serbian;3;214
2012;Grand Final;25;Ukraine;Gaitana;"Be My Guest";English;15;65
2012;Grand Final;26;Moldova;Pasha Parfeny;"Lăutar";English;11;81
2013;Semifinal 1;01;Austria;Natália Kelly;"Shine";English;14;27
2013;Semifinal 1;02;Estonia;Birgit;"Et uus saaks alguse";Estonian;10;52
2013;Semifinal 1;03;Slovenia;Hannah;"Straight into Love";English;16;8
2013;Semifinal 1;04;Croatia;Klapa s Mora;"Mižerja";Croatian;13;38
2013;Semifinal 1;05;Denmark;Emmelie de Forest;"Only Teardrops";English;1;167
2013;Semifinal 1;06;Russia;Dina Garipova;"What If";English;2;156
2013;Semifinal 1;07;Ukraine;Zlata Ognevich;"Gravity";English;3;140
2013;Semifinal 1;08;Netherlands;Anouk;"Birds";English;6;75
2013;Semifinal 1;09;Montenegro;Who See;"Igranka" (Игранка);Montenegrin;12;41
2013;Semifinal 1;10;Lithuania;Andrius Pojavis;"Something";English;9;53
2013;Semifinal 1;11;Belarus;Alyona Lanskaya;"Solayoh";English;7;64
2013;Semifinal 1;12;Moldova;Aliona Moon;"O mie";Romanian;4;95
2013;Semifinal 1;13;Ireland;Ryan Dolan;"Only Love Survives";English;8;54
2013;Semifinal 1;14;Cyprus;Despina Olympiou;"An me thimasai" (Aν με θυμάσαι);Greek;15;11
2013;Semifinal 1;15;Belgium;Roberto Bellarosa;"Love Kills";English;5;75
2013;Semifinal 1;16;Serbia;Moje 3;"Ljubav je svuda" (Љубав је свуда);Serbian;11;46
2013;Semifinal 2;01;Latvia;PeR;"Here We Go";English;17;13
2013;Semifinal 2;02;San Marino;Valentina Monetta;"Crisalide (Vola)";Italian;11;47
2013;Semifinal 2;03;Macedonia;Esma & Lozano;"Pred da se razdeni" (Пред да се раздени);Macedonian, Romani;16;28
2013;Semifinal 2;04;Azerbaijan;Farid Mammadov;"Hold Me";English;1;139
2013;Semifinal 2;05;Finland;Krista Siegfrids;"Marry Me";English;9;64
2013;Semifinal 2;06;Malta;Gianluca;"Tomorrow";English;4;118
2013;Semifinal 2;07;Bulgaria;Elitsa Todorova & Stoyan Yankoulov;"Samo shampioni" (Само шампиони);Bulgarian;12;45
2013;Semifinal 2;08;Iceland;Eythor Ingi;"Ég á líf";Icelandic;6;72
2013;Semifinal 2;09;Greece;Koza Mostra feat. Agathon Iakovidis;"Alcohol Is Free";Greek;2;121
2013;Semifinal 2;10;Israel;Moran Mazor;"Rak Bishvilo" (רק בשבילו);Hebrew;14;40
2013;Semifinal 2;11;Armenia;Dorians;"Lonely Planet";English;7;69
2013;Semifinal 2;12;Hungary;ByeAlex;"Kedvesem" (Zoohacker Remix);Hungarian;8;66
2013;Semifinal 2;13;Norway;Margaret Berger;"I Feed You My Love";English;3;120
2013;Semifinal 2;14;Albania;Adrian Lulgjuraj & Bledar Sejko;"Identitet";Albanian;15;31
2013;Semifinal 2;15;Georgia;Nodi Tatishvili & Sophie Gelovani;"Waterfall";English;10;63
2013;Semifinal 2;16;Switzerland;Takasa;"You and Me";English;13;41
2013;Semifinal 2;17;Romania;Cezar;"It's My Life";English;5;83
2013;Grand Final;01;France;Amandine Bourgeois;"L'enfer et moi";French;23;14
2013;Grand Final;02;Lithuania;Andrius Pojavis;"Something";English;22;17
2013;Grand Final;03;Moldova;Aliona Moon;"O mie";Romanian;11;71
2013;Grand Final;04;Finland;Krista Siegfrids;"Marry Me";English;24;13
2013;Grand Final;05;Spain;ESDM;"Contigo hasta el final";Spanish;25;8
2013;Grand Final;06;Belgium;Roberto Bellarosa;"Love Kills";English;12;71
2013;Grand Final;07;Estonia;Birgit;"Et uus saaks alguse";Estonian;20;19
2013;Grand Final;08;Belarus;Alyona Lanskaya;"Solayoh";English;16;48
2013;Grand Final;09;Malta;Gianluca;"Tomorrow";English;8;120
2013;Grand Final;10;Russia;Dina Garipova;"What If";English;5;174
2013;Grand Final;11;Germany;Cascada;"Glorious";English;21;18
2013;Grand Final;12;Armenia;Dorians;"Lonely Planet";English;18;41
2013;Grand Final;13;Netherlands;Anouk;"Birds";English;9;114
2013;Grand Final;14;Romania;Cezar;"It's My Life";English;13;65
2013;Grand Final;15;United Kingdom;Bonnie Tyler;"Believe in Me";English;19;23
2013;Grand Final;16;Sweden;Robin Stjernberg;"You";English;14;62
2013;Grand Final;17;Hungary;ByeAlex;"Kedvesem" (Zoohacker Remix);Hungarian;10;84
2013;Grand Final;18;Denmark;Emmelie de Forest;"Only Teardrops";English;1;281
2013;Grand Final;19;Iceland;Eythor Ingi;"Ég á líf";Icelandic;17;47
2013;Grand Final;20;Azerbaijan;Farid Mammadov;"Hold Me";English;2;234
2013;Grand Final;21;Greece;Koza Mostra feat. Agathon Iakovidis;"Alcohol Is Free";Greek;6;152
2013;Grand Final;22;Ukraine;Zlata Ognevich;"Gravity";English;3;214
2013;Grand Final;23;Italy;Marco Mengoni;"L'essenziale";Italian;7;126
2013;Grand Final;24;Norway;Margaret Berger;"I Feed You My Love";English;4;191
2013;Grand Final;25;Georgia;Nodi Tatishvili and Sophie Gelovani;"Waterfall";English;15;50
2013;Grand Final;26;Ireland;Ryan Dolan;"Only Love Survives";English;26;5
2014;Semifinal 1;01;Armenia;Aram MP3;"Not Alone";English;4;121
2014;Semifinal 1;02;Latvia;Aarzemnieki;"Cake to Bake";English;13;33
2014;Semifinal 1;03;Estonia;Tanja;"Amazing";English;12;36
2014;Semifinal 1;04;Sweden;Sanna Nielsen;"Undo";English;2;131
2014;Semifinal 1;05;Iceland;Pollapönk;"No Prejudice";English;8;61
2014;Semifinal 1;06;Albania;Hersi;"One Night's Anger";English;15;22
2014;Semifinal 1;07;Russia;Tolmachevy Sisters;"Shine";English;6;63
2014;Semifinal 1;08;Azerbaijan;Dilara Kazimova;"Start a Fire";English;9;57
2014;Semifinal 1;09;Ukraine;Mariya Yaremchuk;"Tick-Tock";English;5;118
2014;Semifinal 1;10;Belgium;Axel Hirsoux;"Mother";English;14;28
2014;Semifinal 1;11;Moldova;Cristina Scarlat;"Wild Soul";English;16;13
2014;Semifinal 1;12;San Marino;Valentina Monetta;"Maybe";English;10;40
2014;Semifinal 1;13;Portugal;Suzy;"Quero ser tua";Portuguese;11;39
2014;Semifinal 1;14;Netherlands;The Common Linnets;"Calm After the Storm";English;1;150
2014;Semifinal 1;15;Montenegro;Sergej Ćetković;"Moj svijet" (Мој свијет);Montenegrin;7;63
2014;Semifinal 1;16;Hungary;András Kállay-Saunders;"Running";English;3;127
2014;Semifinal 2;01;Malta;Firelight;"Coming Home";English;9;63
2014;Semifinal 2;02;Israel;Mei Finegold;"Same Heart";English, Hebrew;14;19
2014;Semifinal 2;03;Norway;Carl Espen;"Silent Storm";English;6;77
2014;Semifinal 2;04;Georgia;The Shin and Mariko;"Three Minutes to Earth";English;15;15
2014;Semifinal 2;05;Poland;Donatan & Cleo;"My Słowianie - We Are Slavic";Polish, English;8;70
2014;Semifinal 2;06;Austria;Conchita Wurst;"Rise Like a Phoenix";English;1;169
2014;Semifinal 2;07;Lithuania;Vilija;"Attention";English;11;36
2014;Semifinal 2;08;Finland;Softengine;"Something Better";English;3;97
2014;Semifinal 2;09;Ireland;Can-Linn feat. Kasey Smith;"Heartbeat";English;12;35
2014;Semifinal 2;10;Belarus;Teo;"Cheesecake";English;5;87
2014;Semifinal 2;11;Macedonia;Tijana;"To the Sky";English;13;33
2014;Semifinal 2;12;Switzerland;Sebalter;"Hunter of Stars";English;4;92
2014;Semifinal 2;13;Greece;Freaky Fortune feat. RiskyKidd;"Rise Up";English;7;74
2014;Semifinal 2;14;Slovenia;Tinkara Kovač;"Round and Round";English, Slovene;10;52
2014;Semifinal 2;15;Romania;Paula Seling & Ovi;"Miracle";English;2;125
2014;Grand Final;01;Ukraine;Mariya Yaremchuk;"Tick-Tock";English;6;113
2014;Grand Final;02;Belarus;Teo;"Cheesecake";English;16;43
2014;Grand Final;03;Azerbaijan;Dilara Kazimova;"Start a Fire";English;22;33
2014;Grand Final;04;Iceland;Pollapönk;"No Prejudice";English;15;58
2014;Grand Final;05;Norway;Carl Espen;"Silent Storm";English;8;88
2014;Grand Final;06;Romania;Paula Seling & Ovi;"Miracle";English;12;72
2014;Grand Final;07;Armenia;Aram MP3;"Not Alone";English;4;174
2014;Grand Final;08;Montenegro;Sergej Ćetković;"Moj svijet" (Мој свијет);Montenegrin;19;37
2014;Grand Final;09;Poland;Donatan & Cleo;"My Słowianie – We Are Slavic";Polish, English;14;62
2014;Grand Final;10;Greece;Freaky Fortune feat. RiskyKidd;"Rise Up";English;20;35
2014;Grand Final;11;Austria;Conchita Wurst;"Rise Like a Phoenix";English;1;290
2014;Grand Final;12;Germany;Elaiza;"Is It Right";English;18;39
2014;Grand Final;13;Sweden;Sanna Nielsen;"Undo";English;3;218
2014;Grand Final;14;France;TWIN TWIN;"Moustache";French;26;2
2014;Grand Final;15;Russia;Tolmachevy Sisters;"Shine";English;7;89
2014;Grand Final;16;Italy;Emma;"La mia città";Italian;21;33
2014;Grand Final;17;Slovenia;Tinkara Kovač;"Round and Round";English, Slovene;25;9
2014;Grand Final;18;Finland;Softengine;"Something Better";English;11;72
2014;Grand Final;19;Spain;Ruth Lorenzo;"Dancing in the Rain";English, Spanish;10;74
2014;Grand Final;20;Switzerland;Sebalter;"Hunter of Stars";English;13;64
2014;Grand Final;21;Hungary;András Kállay-Saunders;"Running";English;5;143
2014;Grand Final;22;Malta;Firelight;"Coming Home";English;23;32
2014;Grand Final;23;Denmark;Basim;"Cliché Love Song";English;9;74
2014;Grand Final;24;Netherlands;The Common Linnets;"Calm After the Storm";English;2;238
2014;Grand Final;25;San Marino;Valentina Monetta;"Maybe";English;24;14
2014;Grand Final;26;United Kingdom;Molly;"Children of the Universe";English;17;40
2015;Semifinal 1;01;Moldova;Eduard Romanyuta;"I Want Your Love";English;11;41
2015;Semifinal 1;02;Armenia;Genealogy;"Face the Shadow";English;7;77
2015;Semifinal 1;03;Belgium;Loïc Nottet;"Rhythm Inside";English;2;149
2015;Semifinal 1;04;Netherlands;Trijntje Oosterhuis;"Walk Along";English;14;33
2015;Semifinal 1;05;Finland;Pertti Kurikan Nimipäivät;"Aina mun pitää";Finnish;16;13
2015;Semifinal 1;06;Greece;Maria Elena Kyriakou;"One Last Breath";English;6;81
2015;Semifinal 1;07;Estonia;Elina Born & Stig Rästa;"Goodbye to Yesterday";English;3;105
2015;Semifinal 1;08;Macedonia;Daniel Kajmakoski;"Autumn Leaves";English;15;28
2015;Semifinal 1;09;Serbia;Bojana Stamenov;"Beauty Never Lies";English;9;63
2015;Semifinal 1;10;Hungary;Boggie;"Wars for Nothing";English;8;67
2015;Semifinal 1;11;Belarus;Uzari & Maimuna;"Time";English;12;39
2015;Semifinal 1;12;Russia;Polina Gagarina;"A Million Voices";English;1;182
2015;Semifinal 1;13;Denmark;Anti Social Media;"The Way You Are";English;13;33
2015;Semifinal 1;14;Albania;Elhaida Dani;"I'm Alive";English;10;62
2015;Semifinal 1;15;Romania;Voltaj;"De la capăt";Romanian, English;5;89
2015;Semifinal 1;16;Georgia;Nina Sublatti;"Warrior";English;4;98
2015;Semifinal 2;01;Lithuania;Monika Linkytė & Vaidas Baumila;"This Time";English;7;67
2015;Semifinal 2;02;Ireland;Molly Sterling;"Playing with Numbers";English;12;35
2015;Semifinal 2;03;San Marino;Anita Simoncini & Michele Perniola;"Chain of Lights";English;16;11
2015;Semifinal 2;04;Montenegro;Knez;"Adio";Montenegrin;9;57
2015;Semifinal 2;05;Malta;Amber;"Warrior";English;11;43
2015;Semifinal 2;06;Norway;Mørland & Debrah Scarlett;"A Monster Like Me";English;4;123
2015;Semifinal 2;07;Portugal;Leonor Andrade;"Há um mar que nos separa";Portuguese;14;19
2015;Semifinal 2;08;Czech Republic;Marta Jandová & Václav Noid Bárta;"Hope Never Dies";English;13;33
2015;Semifinal 2;09;Israel;Nadav Guedj;"Golden Boy";English;3;151
2015;Semifinal 2;10;Latvia;Aminata;"Love Injected";English;2;155
2015;Semifinal 2;11;Azerbaijan;Elnur Huseynov;"Hour of the Wolf";English;10;53
2015;Semifinal 2;12;Iceland;Maria Olafs;"Unbroken";English;15;14
2015;Semifinal 2;13;Sweden;Måns Zelmerlöw;"Heroes";English;1;217
2015;Semifinal 2;14;Switzerland;Mélanie René;"Time to Shine";English;17;4
2015;Semifinal 2;15;Cyprus;John Karayiannis;"One Thing I Should Have Done";English;6;87
2015;Semifinal 2;16;Slovenia;Maraaya;"Here for You";English;5;92
2015;Semifinal 2;17;Poland;Monika Kuszyńska;"In the Name of Love";English;8;57
2015;Grand Final;01;Slovenia;Maraaya;"Here for You";English;14;39
2015;Grand Final;02;France;Lisa Angell;"N'oubliez pas";French;25;4
2015;Grand Final;03;Israel;Nadav Guedj;"Golden Boy";English;9;97
2015;Grand Final;04;Estonia;Elina Born & Stig Rästa;"Goodbye to Yesterday";English;7;106
2015;Grand Final;05;United Kingdom;Electro Velvet;"Still in Love with You";English;24;5
2015;Grand Final;06;Armenia;Genealogy;"Face the Shadow";English;16;34
2015;Grand Final;07;Lithuania;Monika Linkytė & Vaidas Baumila;"This Time";English;18;30
2015;Grand Final;08;Serbia;Bojana Stamenov;"Beauty Never Lies";English;10;53
2015;Grand Final;09;Norway;Mørland & Debrah Scarlett;"A Monster Like Me";English;8;102
2015;Grand Final;10;Sweden;Måns Zelmerlöw;"Heroes";English;1;365
2015;Grand Final;11;Cyprus;John Karayiannis;"One Thing I Should Have Done";English;22;11
2015;Grand Final;12;Australia;Guy Sebastian;"Tonight Again";English;5;196
2015;Grand Final;13;Belgium;Loïc Nottet;"Rhythm Inside";English;4;217
2015;Grand Final;14;Austria;The Makemakes;"I Am Yours";English;26;0
2015;Grand Final;15;Greece;Maria Elena Kyriakou;"One Last Breath";English;19;23
2015;Grand Final;16;Montenegro;Knez;"Adio";Montenegrin;13;44
2015;Grand Final;17;Germany;Ann Sophie;"Black Smoke";English;27;0
2015;Grand Final;18;Poland;Monika Kuszyńska;"In the Name of Love";English;23;10
2015;Grand Final;19;Latvia;Aminata;"Love Injected";English;6;186
2015;Grand Final;20;Romania;Voltaj;"De la capăt";Romanian, English;15;35
2015;Grand Final;21;Spain;Edurne;"Amanecer";Spanish;21;15
2015;Grand Final;22;Hungary;Boggie;"Wars for Nothing";English;20;19
2015;Grand Final;23;Georgia;Nina Sublatti;"Warrior";English;11;51
2015;Grand Final;24;Azerbaijan;Elnur Huseynov;"Hour of the Wolf";English;12;49
2015;Grand Final;25;Russia;Polina Gagarina;"A Million Voices";English;2;303
2015;Grand Final;26;Albania;Elhaida Dani;"I'm Alive";English;17;34
2015;Grand Final;27;Italy;Il Volo;"Grande amore";Italian;3;292
2016;Semifinal 1;01;Finland;Sandhja;"Sing It Away";English;15;51
2016;Semifinal 1;02;Greece;Argo;"Utopian Land";English, Greek;16;44
2016;Semifinal 1;03;Moldova;Lidia Isac;"Falling Stars";English;17;33
2016;Semifinal 1;04;Hungary;Freddie;"Pioneer";English;4;197
2016;Semifinal 1;05;Croatia;Nina Kraljić;"Lighthouse";English;10;133
2016;Semifinal 1;06;Netherlands;Douwe Bob;"Slow Down";English;5;197
2016;Semifinal 1;07;Armenia;Iveta Mukuchyan;"LoveWave";English;2;243
2016;Semifinal 1;08;San Marino;Serhat;"I Didn't Know";English;12;68
2016;Semifinal 1;09;Russia;Sergey Lazarev;"You Are the Only One";English;1;342
2016;Semifinal 1;10;Czech Republic;Gabriela Gunčíková;"I Stand";English;9;161
2016;Semifinal 1;11;Cyprus;Minus One;"Alter Ego";English;8;164
2016;Semifinal 1;12;Austria;Zoë;"Loin d'ici";French;7;170
2016;Semifinal 1;13;Estonia;Jüri Pootsmann;"Play";English;18;24
2016;Semifinal 1;14;Azerbaijan;Samra;"Miracle";English;6;185
2016;Semifinal 1;15;Montenegro;Highway;"The Real Thing";English;13;60
2016;Semifinal 1;16;Iceland;Greta Salóme;"Hear Them Calling";English;14;51
2016;Semifinal 1;17;Bosnia and Herzegovina;Dalal & Deen feat. Ana Rucner and Jala;"Ljubav je";Bosnian;11;104
2016;Semifinal 1;18;Malta;Ira Losco;"Walk on Water";English;3;209
2016;Semifinal 2;01;Latvia;Justs;"Heartbeat";English;8;132
2016;Semifinal 2;02;Poland;Michał Szpak;"Color of Your Life";English;6;151
2016;Semifinal 2;03;Switzerland;Rykka;"The Last of Our Kind";English;18;28
2016;Semifinal 2;04;Israel;Hovi Star;"Made of Stars";English;7;147
2016;Semifinal 2;05;Belarus;Ivan;"Help You Fly";English;12;84
2016;Semifinal 2;06;Serbia;Sanja Vučić ZAA;"Goodbye (Shelter)";English;10;105
2016;Semifinal 2;07;Ireland;Nicky Byrne;"Sunlight";English;15;46
2016;Semifinal 2;08;Macedonia;Kaliopi;"Dona" (Дона);Macedonian;11;88
2016;Semifinal 2;09;Lithuania;Donny Montell;"I've Been Waiting for This Night";English;4;222
2016;Semifinal 2;10;Australia;Dami Im;"Sound of Silence";English;1;330
2016;Semifinal 2;11;Slovenia;ManuElla;"Blue and Red";English;14;57
2016;Semifinal 2;12;Bulgaria;Poli Genova;"If Love Was a Crime";English, Bulgarian;5;220
2016;Semifinal 2;13;Denmark;Lighthouse X;"Soldiers of Love";English;17;34
2016;Semifinal 2;14;Ukraine;Jamala;"1944";English, Crimean Tatar;2;287
2016;Semifinal 2;15;Norway;Agnete;"Icebreaker";English;13;63
2016;Semifinal 2;16;Georgia;Nika Kocharov & Young Georgian Lolitaz;"Midnight Gold";English;9;123
2016;Semifinal 2;17;Albania;Eneda Tarifa;"Fairytale";English;16;45
2016;Semifinal 2;18;Belgium;Laura Tesoro;"What's the Pressure";English;3;274
2016;Grand Final;01;Belgium;Laura Tesoro;"What's the Pressure";English;10;181
2016;Grand Final;02;Czech Republic;Gabriela Gunčíková;"I Stand";English;25;41
2016;Grand Final;03;Netherlands;Douwe Bob;"Slow Down";English;11;153
2016;Grand Final;04;Azerbaijan;Samra;"Miracle";English;17;117
2016;Grand Final;05;Hungary;Freddie;"Pioneer";English;19;108
2016;Grand Final;06;Italy;Francesca Michielin;"No Degree of Separation";Italian, English;16;124
2016;Grand Final;07;Israel;Hovi Star;"Made of Stars";English;14;135
2016;Grand Final;08;Bulgaria;Poli Genova;"If Love Was a Crime";English, Bulgarian;4;307
2016;Grand Final;09;Sweden;Frans;"If I Were Sorry";English;5;261
2016;Grand Final;10;Germany;Jamie-Lee;"Ghost";English;26;11
2016;Grand Final;11;France;Amir;"J'ai cherché";French, English;6;257
2016;Grand Final;12;Poland;Michał Szpak;"Color of Your Life";English;8;229
2016;Grand Final;13;Australia;Dami Im;"Sound of Silence";English;2;511
2016;Grand Final;14;Cyprus;Minus One;"Alter Ego";English;21;96
2016;Grand Final;15;Serbia;Sanja Vučić ZAA;"Goodbye (Shelter)";English;18;115
2016;Grand Final;16;Lithuania;Donny Montell;"I've Been Waiting for This Night";English;9;200
2016;Grand Final;17;Croatia;Nina Kraljić;"Lighthouse";English;23;73
2016;Grand Final;18;Russia;Sergey Lazarev;"You Are the Only One";English;3;491
2016;Grand Final;19;Spain;Barei;"Say Yay!";English;22;77
2016;Grand Final;20;Latvia;Justs;"Heartbeat";English;15;132
2016;Grand Final;21;Ukraine;Jamala;"1944";English, Crimean Tatar;1;534
2016;Grand Final;22;Malta;Ira Losco;"Walk on Water";English;12;153
2016;Grand Final;23;Georgia;Nika Kocharov & Young Georgian Lolitaz;"Midnight Gold";English;20;104
2016;Grand Final;24;Austria;Zoë;"Loin d'ici";French;13;151
2016;Grand Final;25;United Kingdom;Joe and Jake;"You're Not Alone";English;24;62
2016;Grand Final;26;Armenia;Iveta Mukuchyan;"LoveWave";English;7;249
2017;Semifinal 1;01;Sweden;Robin Bengtsson;"I Can't Go On";English;3;227
2017;Semifinal 1;02;Georgia;Tamara Gachechiladze;"Keep the Faith";English;11;99
2017;Semifinal 1;03;Australia;Isaiah;"Don't Come Easy";English;6;160
2017;Semifinal 1;04;Albania;Lindita;"World";English;14;76
2017;Semifinal 1;05;Belgium;Blanche;"City Lights";English;4;165
2017;Semifinal 1;06;Montenegro;Slavko Kalezić;"Space";English;16;56
2017;Semifinal 1;07;Finland;Norma John;"Blackbird";English;12;92
2017;Semifinal 1;08;Azerbaijan;Dihaj;"Skeletons";English;8;150
2017;Semifinal 1;09;Portugal;Salvador Sobral;"Amar pelos dois";Portuguese;1;370
2017;Semifinal 1;10;Greece;Demy;"This Is Love";English;10;115
2017;Semifinal 1;11;Poland;Kasia Moś;"Flashlight";English;9;119
2017;Semifinal 1;12;Moldova;Sunstroke Project;"Hey, Mamma!";English;2;291
2017;Semifinal 1;13;Iceland;Svala;"Paper";English;15;60
2017;Semifinal 1;14;Czech Republic;Martina Bárta;"My Turn";English;13;83
2017;Semifinal 1;15;Cyprus;Hovig;"Gravity";English;5;164
2017;Semifinal 1;16;Armenia;Artsvik;"Fly with Me";English;7;152
2017;Semifinal 1;17;Slovenia;Omar Naber;"On My Way";English;17;36
2017;Semifinal 1;18;Latvia;Triana Park;"Line";English;18;21
2017;Semifinal 2;01;Serbia;Tijana Bogićević;"In Too Deep";English;11;98
2017;Semifinal 2;02;Austria;Nathan Trent;"Running on Air";English;7;147
2017;Semifinal 2;03;Macedonia;Jana Burčeska;"Dance Alone";English;15;69
2017;Semifinal 2;04;Malta;Claudia Faniello;"Breathlessly";English;16;55
2017;Semifinal 2;05;Romania;Ilinca ft. Alex Florea;"Yodel It!";English;6;174
2017;Semifinal 2;06;Netherlands;O'G3NE;"Lights and Shadows";English;4;200
2017;Semifinal 2;07;Hungary;Joci Pápai;"Origo";Hungarian;2;231
2017;Semifinal 2;08;Denmark;Anja;"Where I Am";English;10;101
2017;Semifinal 2;09;Ireland;Brendan Murray;"Dying to Try";English;13;86
2017;Semifinal 2;10;San Marino;Valentina Monetta and Jimmie Wilson;"Spirit of the Night";English;18;1
2017;Semifinal 2;11;Croatia;Jacques Houdek;"My Friend";English, Italian;8;141
2017;Semifinal 2;12;Norway;JOWST;"Grab the Moment";English;5;189
2017;Semifinal 2;13;Switzerland;Timebelle;"Apollo";English;12;97
2017;Semifinal 2;14;Belarus;Naviband;"Story of My Life";Belarusian;9;110
2017;Semifinal 2;15;Bulgaria;Kristian Kostov;"Beautiful Mess";English;1;403
2017;Semifinal 2;16;Lithuania;Fusedmarc;"Rain of Revolution";English;17;42
2017;Semifinal 2;17;Estonia;Koit Toome and Laura;"Verona";English;14;85
2017;Semifinal 2;18;Israel;IMRI;"I Feel Alive";English;3;207
2017;Grand Final;01;Israel;IMRI;"I Feel Alive";English;23;39
2017;Grand Final;02;Poland;Kasia Moś;"Flashlight";English;22;64
2017;Grand Final;03;Belarus;Naviband;"Story of My Life";Belarusian;17;83
2017;Grand Final;04;Austria;Nathan Trent;"Running on Air";English;16;93
2017;Grand Final;05;Armenia;Artsvik;"Fly with Me";English;18;79
2017;Grand Final;06;Netherlands;O'G3NE;"Lights and Shadows";English;11;150
2017;Grand Final;07;Moldova;Sunstroke Project;"Hey, Mamma!";English;3;374
2017;Grand Final;08;Hungary;Joci Pápai;"Origo";Hungarian;8;200
2017;Grand Final;09;Italy;Francesco Gabbani;"Occidentali's Karma";Italian;6;334
2017;Grand Final;10;Denmark;Anja;"Where I Am";English;20;77
2017;Grand Final;11;Portugal;Salvador Sobral;"Amar pelos dois";Portuguese;1;758
2017;Grand Final;12;Azerbaijan;Dihaj;"Skeletons";English;14;120
2017;Grand Final;13;Croatia;Jacques Houdek;"My Friend";English, Italian;13;128
2017;Grand Final;14;Australia;Isaiah;"Don't Come Easy";English;9;173
